original_sponsor,clustered_sponsor
SOCIETY OF COLONIAL WARS IN COMMONWEALTH OF MASS;,Society Of Colonial Wars In Commonwealth Of Mass;
BALTIMORE LUMBER EXCHANGE MERCHANTS CLUB,Baltimore Lumber Exchange Merchants Club
INITIALS L.S AND M.E.S.,Initials L.S And M.E.S.
NATIONAL CONVENTION FOR THE EXTENSION OF THE FOREIGN COMMERCE OF THE U.S.,National Convention For The Extension Of The Foreign Commerce Of The U.S.
CHINESE MERCHANTS ASSOCIATION,Chinese Merchants Association
DOBBELTSKRUE POSTDAMPSKIBET C.F. TIETGEN,Dobbeltskrue Postdampskibet C.F. Tietgen
MRS. G.H. GUNDRY,Mrs. G.H. Gundry
HARVARD DENTAL SCHOOL,Harvard Dental School
SOCIETY OF THE NINETEENTH ARMY CORPS,Society Of The Nineteenth Army Corps
THE SOCIETY OF THE CUMBERLAND,The Society Of The Cumberland
AACP,Aacp
LIBERAL BROTHERHOOD,Liberal Brotherhood
JACKSONVILLE BOARD OF TRADE,Jacksonville Board Of Trade
ASAMBLEA FILIPINA,Asamblea Filipina
THE OHIO BREWERS ASSOCIATION,The Ohio Brewers Association
TEMPLE CLUB (FOURTH MASONIC DISTRICT),Temple Club Fourth Masonic District
EROFFNUNGS-HEIER  DER BERGFAHRT IN TIROL,Eroffnungs-heier Der Bergfahrt In Tirol
IRVING HOUSE,Irving House
CORPS CONSULAIRE,Corps Consulaire
Simpson's-in-the-Strand,Simpsons-in-the-strand
'Jumer Hotels,Jumer Hotels
Le Bistro d'Hubert,Le Bistro Dhubert
Hotel Vier Jahreszeiten,Hotel Vier Jahreszeiten
Blum's,Blums
Bratwursgloctle am Goethehaus,Bratwursgloctle Am Goethehaus
Corinthian Cooks & Waiters Union No. 23,Corinthian Cooks & Waiters Union No. 23
Coffee House of the Statler Hilton,Coffee House Of The Statler Hilton
'Breakfast Menu,Breakfast Menu
FRANKFURTER STUBB,Frankfurter Stubb
Dinner held by Pennsylvania Railroad,Dinner Held By Pennsylvania Railroad
Dinner held by Pennsylvania Railroad (Railroad) -- (English),Dinner Held By Pennsylvania Railroad Railroad -- English
Tail Of The Fox,Tail Of The Fox
Fraunces Tavern,Fraunces Tavern
Pub Renault,Pub Renault
Hawaiian Room,Hawaiian Room
North Shore Country Club   Main Lounge,North Shore Country Club Main Lounge
Jasper Park Lodge,Jasper Park Lodge
The Hors D'oeuvrerie,The Hors Doeuvrerie
Hunan Balcony,Hunan Balcony
Matsedill,Matsedill
Northwest Orient Airlines,Northwest Orient Airlines
Schlichter,Schlichter
Lou G. Siegel Inc.,Lou G. Siegel Inc.
The Russian Tea Room And CafÃ©,The Russian Tea Room And Cafac
'Bundeskanzlers,Bundeskanzlers
Spago,Spago
Old Hickory House Restaurant,Old Hickory House Restaurant
The Thomas Jefferson Inn,The Thomas Jefferson Inn
Canyon Hotel,Canyon Hotel
Grand Hotel Villa D'este,Grand Hotel Villa Deste
Le CafÃ© Chambord,Le Cafac Chambord
Zimmerman's Hungaria,Zimmermans Hungaria
The Fred Harvey,The Fred Harvey
Alioto's No. 8,Aliotos No. 8
M.S. Gripsholm,M.S. Gripsholm
'S.S. ''Pennland''''''',S.S. Pennland
Skyline Terrace Restaurant,Skyline Terrace Restaurant
Gateway,Gateway
Shanghai Low,Shanghai Low
The Queen's Park Hotel,The Queens Park Hotel
Lotos Club,Lotos Club
The University Club,The University Club
Albany Club,Albany Club
N.Y. Lunch,N.Y. Lunch
St. Denis Hotel,St. Denis Hotel
Pennsylvania Lunch,Pennsylvania Lunch
The Pekin Resraurant,The Pekin Resraurant
City Midday Club,City Midday Club
Brooklyn Academy of Music,Brooklyn Academy Of Music
Michaud's,Michauds
Winthrop Hotel,Hotel Winthrop
ST. LOUIS HORSE SHOW ASSOCIATION,St. Louis Horse Show Association
PLANTERS HOTEL,Planters Hotel
LOUIS SHERRY,Louis Sherry
ENGLISH HOTEL RESTAURANT,English Hotel Restaurant
DENVER & RIO GRANDE RAILROAD AND RIO GRANDE WESTERN RAILWAY,Denver & Rio Grande Railroad And Rio Grande Western Railway
OLYMPIC CLUB OF NEW YORK,Olympic Club Of New York
WORTHY HOTEL,Hotel Worthy
FALL RIVER LINE,Fall River Line
ERIE RAILROAD (?),Erie Railroad 
ST. REGIS HOTEL,Hotel St. Regis
SPRINGFIELD CALEDONIANS,Springfield Caledonians
SOUTHERN HOTEL,Southern Hotel
DUNCAN HOTEL,Duncan Hotel
MAJESTIC HOTEL,Hotel Majestic
THE CHILBERG,The Chilberg
5TH MASS. BATTERY LIGHT ARTILLERY ASSO.,5th Mass. Battery Light Artillery Asso.
WILLIAM S. HAWK,William S. Hawk
HOTEL AMERICA,Hotel America
HARLEM REPUBLIC CLUB,Harlem Republic Club
CONNECTICUT TYPOTHETAE,Connecticut Typothetae
HOLLAND SOCIETY OF NEW YORK,Holland Society Of New York
LUCKWORTH CLUB,Luckworth Club
PAUL CLEMANN,Paul Clemann
BRANDES BROS. LADIES' AND GENTS' RESTAURANT AND LUNCH ROOM;,Brandes Bros. Ladies And Gents Restaurant And Lunch Room;
HENRY DRINKER RILEY,Henry Drinker Riley
AMERICAN ASSOCIATION OF COMMERCE AND TRADE IN BERLIN,American Association Of Commerce And Trade In Berlin
CHARLESTON CLUB,Charleston Club
OIL TRADE ASSOCIATION OF NEW YORK,Oil Trade Association Of New York
SANFORD HOUSE,Sanford House
COLLINS RESTAURANT,Collins Restaurant
FRIENDS OF INSPECTOR WM. W. MCLAUGHLIN,Friends Of Inspector Wm. W. Mclaughlin
PARK AVEBUE HOTEL,Park Avebue Hotel
FARRAGUET HOUSE,Farraguet House
HOLLAND AMERICA LINE R.M.S. ROTTERDAM,Holland America Line R.M.S. Rotterdam
SHERIFFS OF THE CITY OF LONDON,Sheriffs Of The City Of London
ORPHEUS MASQUERADE,Orpheus Masquerade
PENNSYLVANIA BAR ASSOCIATION,Pennsylvania Bar Association
MERCHANTS CENTRAL CLUB,Merchants Central Club
Sanssouci,Sanssouci
La Coupole,La Coupole
Relais de la Belle Aurore,Relais De La Belle Aurore
Landhaus Dill,Landhaus Dill
Le Vouvray,Le Vouvray
Le Jardin,Le Jardin
Le Pre Catelan,Le Pre Catelan
La Maree,La Maree
White Elephant,White Elephant
Klein Elsass,Klein Elsass
O. Henry's Steak House,O. Henrys Steak House
Estiatorio Milos,Estiatorio Milos
The Milwaukee Road,The Milwaukee Road
'Chicagoan,Chicagoan
'The New York,The New York
J.C's,J.Cs
The Mayflower: Coffee Shop and Coffee Deck,The Mayflower: Coffee Shop And Coffee Deck
Men's Bar of the Waldorf-Astoria,Mens Bar Of The Waldorf-astoria
Hors D'oeuvres.,Hors Doeuvres.
Queen Elizabeth 2,Queen Elizabeth 2
The Manor,The Manor
Rainbow Room,Rainbow Room
The Bavarian Inn,The Bavarian Inn
The Original Chesapeake,The Original Chesapeake
Essener Hof,Essener Hof
Hotel Sinton,Hotel Sinton
Byron's Lobster Garden,Byrons Lobster Garden
The Walforf Astoria,The Walforf Astoria
Hotel Ruiz Galindo,Hotel Ruiz Galindo
'Tn. \Leonardo Da Vinci\''''',Tn. Leonardo Da Vinci
The Feed Box,The Feed Box
The Dorchester,The Dorchester
Das Sternhotel Der Bundeshauptstadt,Das Sternhotel Der Bundeshauptstadt
The Wilro Restaurant,The Wilro Restaurant
El Covar Hotel,El Covar Hotel
Les Charmettes,Les Charmettes
Odenbach's,Odenbachs
The Iceland Restaurant,The Iceland Restaurant
The Starlight Roof Of The Waldorf Astoria,The Starlight Roof Of The Waldorf Astoria
'S.S. ''Ile De France''''''',S.S. Ile De France
Hotel Saint Francis,Hotel Saint Francis
Young Men's Christian Association   Bedford Branch,Young Mens Christian Association Bedford Branch
Hotel Stewart,Hotel Stewart
U.S.S. New York,U.S.S. New York
National Home for Disabled Volunteer Soldiers,National Home For Disabled Volunteer Soldiers
Parker Studio,Parker Studio
The Forest Grill,The Forest Grill
The Lafayette Baths and Hotel,The Lafayette Baths And Hotel
Brown Palace Hotel,Brown Palace Hotel
Cafe Boulevard,Cafe Boulevard
Seaside House,Seaside House
Herald Lunch,Herald Lunch
'Schnelldampfer ''Kaiser Wilhelm der Grosse''',Schnelldampfer Kaiser Wilhelm Der Grosse
WHITEFRIARS CLUB,Whitefriars Club
TRUSTEES OF THE MISSOURI BOTANICAL GARDEN,Trustees Of The Missouri Botanical Garden
PARK AVE. HOTEL,Park Ave. Hotel
CAFETERIA - LUNCH,Cafeteria - Lunch
HAMBURG-AMERICAN LINE,Hamburg-american Line
HOTEL DENNIS,Hotel Dennis
HYGEIA HOTEL,Hygeia Hotel
NEW YORK YACHT CLUB,New York Yacht Club
OCEANIC STEAMSHIP CO.,Oceanic Steamship Co.
OCEANIC STEAMSHIP COMPANY - SONOMA,Oceanic Steamship Company - Sonoma
WISCONSIN BANKERS ASSOCIATION,Wisconsin Bankers Association
RUSSELL HOUSE,Russell House
A.A.O.N.M.S. AND OFFICIAL STAFF,A.A.O.N.M.S. And Official Staff
DEL CORONADA HOTEL,Del Coronada Hotel
ATLANTA AND WEST POINT RAILROAD CO.,Atlanta And West Point Railroad Co.
SPHINX CLUB,Sphinx Club
NIPPON YUSEN KAISHA - S.S.KINSHIN MARU,Nippon Yusen Kaisha - S.S.Kinshin Maru
HOTEL DEL MONTE,Hotel Del Monte
NEW YORK PIANO MANUFACTURERS' ASSOCIATION,New York Piano Manufacturers Association
JOHN H. INMAN,John H. Inman
DOBBELTSKRUE POSTDAMSKIBET C.F.TIETGEN,Dobbeltskrue Postdamskibet C.F.Tietgen
HOTELMEN'S MUTUAL BENEFIT ASSOCIATION OF THE U.S.,Hotelmens Mutual Benefit Association Of The U.S.
STEAMER MARY POWELL,Steamer Mary Powell
NEW YORK SOCIETY OF THE CINCINNATI,New York Society Of The Cincinnati
JEFFERSON HOTEL,Hotel Jefferson
NORTHWESTERN RETAIL HARNESS AND SADDLERY MANUFACTURERS ASSOCIATION,Northwestern Retail Harness And Saddlery Manufacturers Association
SCHLUSSURKUNDE DER KOCHKUNST-AUSSTELLUNG,Schlussurkunde Der Kochkunst-ausstellung
FACULTY OF ACTUARIES IN SCOTLAND,Faculty Of Actuaries In Scotland
NATIONAL ARCHITECTURAL CLUBS,National Architectural Clubs
'PLAYERS CLUB,Players Club
CONEY ISLAND FIRE DEPT..,Coney Island Fire Dept..
THE PORTLAND HOTEL,The Portland Hotel
LESLIE M. SHAW (SECRETARY OF THE TREASURY?),Leslie M. Shaw Secretary Of The Treasury
BRITISH ORPHAN ASYLUM,British Orphan Asylum
LOCANDA MAGGIORE,Locanda Maggiore
ST. NICHOLAS HOTEL,Hotel St. Nicholas
ST.ANDREWS SOCIETY OF THE STATE OF NEW YORK,St.Andrews Society Of The State Of New York
AMERICAN COTTON MANUFACTURERS' ASSOCIATION,American Cotton Manufacturers Association
NEW YORK ASSOCIATION OF THE ALUMNI OF PHILIPS EXETER ACADEMY,New York Association Of The Alumni Of Philips Exeter Academy
CHAIRMEN OF COMMITTEES OF THE CORPORATION,Chairmen Of Committees Of The Corporation
HOME-MADE HOTEL,Home-made Hotel
HOMEOPATHIC MEDICAL SOCIETY OF THE COUNTY OF KINGS,Homeopathic Medical Society Of The County Of Kings
NORMANDIE CAFE,Normandie Cafe
YALE COLLEGE,Yale College
TYNY COED,Tyny Coed
MERCHANTS AND MANUFACTURERS ASSOCIATION OF BALTIMORE CITY,Merchants And Manufacturers Association Of Baltimore City
RESTAURANT IM LANDES-AUSSTELLUNGSPARK,Restaurant Im Landes-ausstellungspark
2ND CO. GOVERNOR'S FOOT GUARD AND CO. F. NEW HAVEN GRAYS,2nd Co. Governors Foot Guard And Co. F. New Haven Grays
WASHINGTON HIGH SCHOOL CLASS OF '85,Washington High School Class Of 85
THOMAS DIMOND,Thomas Dimond
MIDWOOD CLUB OF FLATBUSH,Midwood Club Of Flatbush
GIRARD COLLEGE,Girard College
Strand Hotel,Strand Hotel
Ristorante al graspo de uci,Ristorante Al Graspo De Uci
La Couronne,La Couronne
Restaurant Les Caves de Touraine,Restaurant Les Caves De Touraine
Restaurant Joseph,Restaurant Joseph
Hochst,Hochst
Bayerischer Donisl,Bayerischer Donisl
Houlihan's,Houlihans
'Boston & Albany Railroad ,Boston & Albany Railroad
Cathay House,Cathay House
Madarin Inn,Madarin Inn
Peerce's Plantation,Peerces Plantation
The Union League Club,The Union League Club
The Ritz Carlton,The Ritz Carlton
Detroit Club,Detroit Club
L' Ã‰toile,L Ã‰toile
Hotel Sheraton Boston,Hotel Sheraton Boston
London Chop House,London Chop House
Stouffer's,Stouffers
Valley Forge Hotel,Valley Forge Hotel
Limberlock Lodge,Limberlock Lodge
Gustavo's,Gustavos
Chevy's,Chevys
Hotel Lacher,Hotel Lacher
Shankweiler's Hotel,Shankweilers Hotel
Coffee Etc,Coffee Etc
The Flamingo Hotel,The Flamingo Hotel
Empire Room,Empire Room
Hotel Ingleside Motel,Hotel Ingleside Motel
Frati Restaurant Bar,Frati Restaurant Bar
Sheraton Astor  Belvedere Room,Sheraton Astor Belvedere Room
Savoy,Savoy
The Palace Hotel,The Palace Hotel
Original Pete's Famous Steaks,Original Petes Famous Steaks
Comstock Room Of The Palace Hotel,Comstock Room Of The Palace Hotel
Shorecast,Shorecast
Stevens Hotel,Stevens Hotel
Hotel Vermont,Hotel Vermont
'S.S. ''American Shipper''''''',S.S. American Shipper
Splendide Royal,Splendide Royal
Hotel Traymore,Hotel Traymore
New York Liederkranz Club,New York Liederkranz Club
Adams' Dining Room,Adams Dining Room
Camp Wadsworth,Camp Wadsworth
Astor Hotel,Hotel Astor
The Bancroft,The Bancroft
Hotel Baltimore,Hotel Baltimore
H?tel de l'Ath?n?e,Htel De Lathne
Crawford House,Crawford House
THIRD PANEL SHERIFF'S JURY NEW YORK COUNTY,Third Panel Sheriffs Jury New York County
BAPTIST SOCIAL UNION,Baptist Social Union
RIGGS HOUSE,Riggs House
HOTEL WASHINGTON,Hotel Washington
BASFORD & GLENN'S IMPERIAL HOTEL & RESTAURANT,Basford & Glenns Imperial Hotel & Restaurant
LEHIGH VALLEY RAILROAD - DINING CAR SERVICE,Lehigh Valley Railroad - Dining Car Service
COLUMBIA HOTEL,Columbia Hotel
U.S. GOVERBMENT(?),U.S. Goverbment
NIPPPON YUSEN KAISHA - S.S. KOBE MARU,Nipppon Yusen Kaisha - S.S. Kobe Maru
JOHN ELIOT'S DESCENDANTS,John Eliots Descendants
HOTEL JEFFERSON,Hotel Jefferson
CHARITY BALL FOR THE BENEFIT OF THE AMERICAN HOSPITAL,Charity Ball For The Benefit Of The American Hospital
THE ANTLERS,The Antlers
VERSAMMLUNG DER PROVINZIAL-LIEDERTAFEL,Versammlung Der Provinzial-liedertafel
UNION COLLEGE ALUMNI ASSOCIATION OF NEW YORK,Union College Alumni Association Of New York
RED STAR LINE-SS FRIESLAND,Red Star Line-ss Friesland
THE COLORADO KNIGHTS TEMPLAR,The Colorado Knights Templar
KING UMBERTO,King Umberto
CAZENOVIa ALUMNI ASSOCIATION,Cazenovia Alumni Association
LAUREL-IN-THE-PINES,Laurel-in-the-pines
CORPS CONSULAIRE DE CHICAGO;,Corps Consulaire De Chicago;
ANCIENT ACCEPTED SCOTTISH RITE,Ancient & Accepted Scottish Rite
ST. LAWRENCE CLUB,St. Lawrence Club
VAN BUREN'S HOTEL,Van Burens Hotel
CHAMBER OF COMMERCE OF THE STATE OF NEW YORK,Chamber Of Commerce Of The State Of New York
ST. DENIS HOTEL,St. Denis Hotel
EMPLOYING BOOKBINDERS ASSOCIATION OF NEW YORK,Employing Bookbinders Association Of New York
FRANKFURTER GASTWIRTHE VEREIN,Frankfurter Gastwirthe Verein
AMERICAN ANTIQUARIAN SOCIETY,American Antiquarian Society
O.D.SEAVEY,O.D.Seavey
J. TIJSSEN,J. Tijssen
PHILADELPHIA NEWSPAPERS,Philadelphia Newspapers
ST. LOUIS CLUB BOARD OF GOVERNORS,St. Louis Club Board Of Governors
NEW YORK HERALD,New York Herald
R.J.ALPHA OF PHI DELTA THETA,R.J.Alpha Of Phi Delta Theta
CLUB XIII,Club Xiii
SAINT JOHNS LODGE NUMBER ONE,Saint Johns Lodge Number One
AMERICAN HARDWARE MANUFACTURERS' ASSOCIATION AND SOUTHERN HARDWARE JOBBERS'ASSOCIATION,American Hardware Manufacturers Association And Southern Hardware Jobbersassociation
GRAND-DUC VLADIMIR ALEXANDROVITCH & GR.DUCHESSE MARIE PAVLOWNA,Grand-duc Vladimir Alexandrovitch & Gr.Duchesse Marie Pavlowna
THE GOLDEN PHEASANT,The Golden Pheasant
THE MCKINLEY LEAGUE STATE OF NEW YORK,The Mckinley League State Of New York
THE BOOK TRADE,The Book Trade
(ABBAS II HILMI KHEDIVE OF EGYPT),Abbas Ii Hilmi Khedive Of Egypt
USTION FRATERNITY VERTEBRA C,Ustion Fraternity Vertebra C
J.M. GODDARD & SON,J.M. Goddard & Son
ATLANTA CHAMBER OF COMMERCE,Atlanta Chamber Of Commerce
Waldhaus,Waldhaus
Frankfurter Gesellschaft fur Handel Industrie und Wissenschaft,Frankfurter Gesellschaft Fur Handel Industrie Und Wissenschaft
Stock Yard Inn,Stock Yard Inn
Le Perigord,Le Perigord
Nurnberger Bratwurstglockl,Nurnberger Bratwurstglockl
Four Seasons Hotel,Four Seasons Hotel
Yankee Pedlar Inn,Yankee Pedlar Inn
The Cascade,The Cascade
Merchants Exchange Club,Merchants Exchange Club
'Menu,Menu
'U.S.M.S. St. Louis,U.S.M.S. St. Louis
Twenty Third Annual Dinner Of The New York Florist's Club At The Fifth Avenue Restaurant.,Twenty Third Annual Dinner Of The New York Florists Club At The Fifth Avenue Restaurant.
Gw Steak House,Gw Steak House
'Paquebot \LibertÃ©\''''',Paquebot Libertac
'Sam Lord's Castle,Sam Lords Castle
Capitail Airlines,Capitail Airlines
New York Yacht Club,New York Yacht Club
Reuben's.,Reubens
Brevoort Restaurant,Brevoort Restaurant
La Bourgogne,La Bourgogne
[Restaurant And/Or Location Not Given],restaurant Andor Location Not Given
Old Romanian,Old Romanian
Applebee's,Applebees
'21 Club,21 Club
Hotel Astor  North Garden And Belvedere Room,Hotel Astor North Garden And Belvedere Room
Stortorgskallaren,Stortorgskallaren
Blythe Coffee Shop,Blythe Coffee Shop
Hotel Astor,Hotel Astor
'''Let 'Er Buck''''''',Let Er Buck
Red Lion Inn,Red Lion Inn
Southern Pacific Railroad,Southern Pacific Railroad
Colligan's Stockton Inn,Colligans Stockton Inn
Erie Railroad System,Erie Railroad System
The Lord Jeffery,The Lord Jeffery
New Haven Railroad,New Haven Railroad
The Connaught Rooms,The Connaught Rooms
'S.S. ''Pastores''''''',S.S. Pastores
The Biltmore Hotel,The Biltmore Hotel
John L. Schoenfeld Co. Inc.,John L. Schoenfeld Co. Inc.
The Transportation Club,The Transportation Club
[Restaurant name and/or location not given],restaurant Name Andor Location Not Given
Healy's Forty-second Street restaurant,Healys Forty-second Street Restaurant
U.S.S. New York (?),U.S.S. New York
Glenn Bros. Restaurant,Glenn Bros. Restaurant
Hazeltine's,Hazeltines
Copley Plaza,Copley Plaza
Marlborough Blenheim,Marlborough Blenheim
Great Northern,Great Northern
The Merchants Club,The Merchants Club
Club House,Club House
Royal Alexandra Hotel,Royal Alexandra Hotel
Adam's Restaurant,Adams Restaurant
NOVIOMAGUS,Noviomagus
WILSON COLLEGE ALUMNAE ASSOCIATION,Wilson College Alumnae Association
MR. S.R.BLOOMFIELD,Mr. S.R.Bloomfield
USMS ST LOUIS,U.S.M.S. St. Louis
NEW YORK ALUMNI ASSOCIATION OF THE PHILLIPS EXETER ACADEMY,New York Alumni Association Of The Phillips Exeter Academy
NORDDEUTSCHER LLOYDS BREMEN,Norddeutscher Lloyds Bremen
FRIENDS OF ALBERT STETTHEIMER,Friends Of Albert Stettheimer
BREMEN NORDDEUTSCHER LLOYD,Norddeutscher Lloyd Bremen
?,
NORTHERN STEAMSHIP COMPANY/GREAT ORTHERN RY. LINE,Northern Steamship Companygreat Orthern Ry. Line
OCEANIC STEAMSHIP CO. _ SONOMA,Oceanic Steamship Co. - Sonoma
OCEANIC STEAMSHIP COMPANY _ SONOMA,Oceanic Steamship Company - Sonoma
HOTEL SCHWEIZERHOF LUCERNE,Hotel Schweizerhof Lucerne
SOCIETY OF COLONIAL WARS IN THE STATE OF NEW JERSEY,Society Of Colonial Wars In The State Of New Jersey
WESTMINISTER HOTEL,Westminister Hotel
AMERICAN BAR ASSOCIATION,American Bar Association
LOHG BEACH HOTEL,Lohg Beach Hotel
ZUM FRANCISKANER/OSCAR BEGAUER,Zum Franciskaneroscar Begauer
DRUG-TRADE CLUB,Drug-trade Club
THE LOTUS CLUB,The Lotus Club
PARK HOTEL,Park Hotel
STEAMER CHATEAUGAY,Steamer Chateaugay
STATLER'S HOTEL AND RESTAURANT,Statlers Hotel And Restaurant
AMERICAN ASSOCIATION OF CHINA,American Association Of China
FRIENDS AT NASSAU,Friends At Nassau
ST.REGIS HOTEL,Hotel St.Regis
RUDOLF SUTER AND ANNA MEYER,Rudolf Suter And Anna Meyer
POCANO MOUNTAIN HOUSE,Pocano Mountain House
HAMBURG- AMERIKA LINIE,Hamburg - Amerika Linie
ALUMNI ASSOCIATION OF THE HOMEOPATHIC MEDICAL COLLEGE & HOSPITAL,Alumni Association Of The Homeopathic Medical College & Hospital
PERIODICAL PUBLISHERS' ASSOCIATION OF AMERICA,Periodical Publishers Association Of America
JOHN NUSSKERN,John Nusskern
CRANE RE-UNION,Crane Re-union
READ'S CITY 1/- DINNER,Reads City 1- Dinner
JAEGER'S,Jaegers
TAIT'S CAFE,Taits Cafe
SENATOR HISCOCK OF NY,Senator Hiscock Of Ny
IMPERIAL (?),Imperial
ASSOCIATES OF THE INTERBOROUGH RAPID TRANSIT CO.,Associates Of The Interborough Rapid Transit Co.
FARMERS' CLUB,Farmers Club
(COMMUNITY OF ZURICH),Community Of Zurich
NORTH CAROLINA PINE ASSOCIATION INC.,North Carolina Pine Association Inc.
COLLEGE OF PHARMACY OF THE CITY OF NY,College Of Pharmacy Of The City Of Ny
NATIONAL LANCERS,National Lancers
PER SE,Per Se
ALPHA KAPPA KAPPA,Alpha Kappa Kappa
HAMBURG AMERIKANISCHE PACKETFAHRT; ACTIEN GESELLSCHAFF,Hamburg Amerikanische Packetfahrt; Actien Gesellschaff
MR.& MRS. JOHN M. TIERNEY,Mr.& Mrs. John M. Tierney
CANTON (OHIO) SOCIETY OF NEW YORK,Canton Ohio Society Of New York
S.S. AMSTERDAM,S.S. Amsterdam
ROOTERS'CLUB,Rootersclub
REYNOLDS,Reynolds
THE SUNSET CLUB,The Sunset Club
BROWN UNIVRSITY CLUB OF POVIDENCE,Brown Univrsity Club Of Povidence
COOPER-WOLFF,Cooper-wolff
BLOOMING GROVE PARK ASSOCIATION,Blooming Grove Park Association
STIFTUNGS-FESTES DER HARMONIA,Stiftungs-festes Der Harmonia
MANUSCRIPT SOCIETY,Manuscript Society
S.O.T.Q. BOWLING CLUB,S.O.T.Q. Bowling Club
RIGGS' DINING ROOMS,Riggs Dining Rooms
HELLA TEMPLE,Hella Temple
(MERCHANTS & MANUFACTURERS BOARD OF TRADE OF NEW YORK),Merchants & Manufacturers Board Of Trade Of New York
Cafe de Paris,Cafe De Paris
Beverly Hills Hotel,Beverly Hills Hotel
Mme. Romaine de Lyon,Mme. Romaine De Lyon
Le Louis D'or,Le Louis Dor
Jacques et Alain PIC,Jacques Et Alain Pic
Los Angeles Limited,Los Angeles Limited
Kay Kay Garden,Kay Kay Garden
BOSTON PAPER TRADE ASSOCIATION,Boston Paper Trade Association
Gary Smiths Plantation,Gary Smiths Plantation
Elwert's Hotel Central,Elwerts Hotel Central
Shun Lee Dynasty,Shun Lee Dynasty
Raimondo,Raimondo
Stretch's Airport Restaurant,Stretchs Airport Restaurant
Town And Country Diner,Town And Country Diner
Phillips Express,Phillips Express
D.B. Kaplan's Delicatessen,D.B. Kaplans Delicatessen
The Essex House,The Essex House
Wayzata Country Club,Wayzata Country Club
Lambertville House,Lambertville House
Allenberry,Allenberry
Jacaranda,Jacaranda
Harvey's Famous Desserts,Harveys Famous Desserts
Parkrestaurant Weigelschmidt,Parkrestaurant Weigelschmidt
Macro Meals,Macro Meals
The Courtyard,The Courtyard
Junno's,Junnos
The Golden Pheasant,The Golden Pheasant
Hotel Silberhorn,Hotel Silberhorn
Hotel U. GaststÃ¤tte Krummenweg,Hotel U. Gaststaotte Krummenweg
Kugler's,Kuglers
Brown Derby,Brown Derby
Toots Shor Restaurant,Toots Shor Restaurant
S.S. Columbus,S.S. Columbus
Restaurant Riche Stockholm,Restaurant Riche Stockholm
Airlines Terminal Dinner,Airlines Terminal Dinner
