original_sponsor,clustered_sponsor
"Fairmont Hotel And Tower","Fairmont Hotel And Tower"
"Greenbrier","Greenbrier"
"The Clam Broth House","The Clam Broth House"
"Clark's Restaurant","Clark's Restaurant"
"Beaver Club","Beaver Club"
"O'brien's","O'brien's"
"Depuy Canal House","Depuy Canal House"
"Restaurant Kempinski","Restaurant Kempinski"
"The Four Seasons Motor Hotel","The Four Seasons Motor Hotel"
"Cherry Hill Inn","Cherry Hill Inn"
"Carnegie Hall Tavern","Carnegie Hall Tavern"
"Cassoni's","Cassoni's"
"University Of Richmond","University Of Richmond"
"Wabash Railroad","Wabash Railroad"
"New York Club","New York Club"
"Dinty Moore's","Dinty Moore's"
"Frisco Lines","Frisco Lines"
"Hotel Duane","Hotel Duane"
"Sherman Square Hotel","Sherman Square Hotel"
"Merchant Taylor's Hall","Merchant Taylor's Hall"
"El Fuerte Del Palmar","El Fuerte Del Palmar"
"Queen's Hotel","Queen's Hotel"
"Berns","Berns"
"Cotton Club","Cotton Club"
"Hotel Brevoort","Hotel Brevoort"
"S/S Belgenland","S/S Belgenland"
"Michigan Union","Michigan Union"
"Hotel Leamington","Hotel Leamington"
"The Club House","The Club House"
"Hotel Beau Site","Hotel Beau Site"
"Hotel Judson","Hotel Judson"
"Young's Hotel","Young's Hotel"
"Bun Hurn","Bun Hurn"
"Creve Coeur Club","Creve Coeur Club"
"Hathaway Inn","Hathaway Inn"
"Preston's Coffee House","Preston's Coffee House"
"Val. Schmitt's Hofbrau Haus","Val. Schmitt's Hofbrau Haus"
"New Willard Hotel","New Willard Hotel"
"Imperial","Imperial"
"Rauscher's","Rauscher's"
"Republican Club of the City of New York","Republican Club of the City of New York"
"Farrish's Chop House","Farrish's Chop House"
"CITIZENS'STEAMBOAT COMPANY","CITIZENS'STEAMBOAT COMPANY"
"NEW YORK MEDICAL CLUB","NEW YORK MEDICAL CLUB"
"CENTRAL RESTAURANT & ROOF GARDEN","CENTRAL RESTAURANT & ROOF GARDEN"
"BROOKLYN CLUB","BROOKLYN CLUB"
"NIPPON YUSEN KAISHA - S.S. RASUGS MARU","NIPPON YUSEN KAISHA - S.S. RASUGS MARU"
"BUSINESS MEN'S LEAGUE OF ST. LOUIS","BUSINESS MEN'S LEAGUE OF ST. LOUIS"
"PALACE HOTEL CAFE","PALACE HOTEL CAFE"
"NORDDEUTSCHER LLOYD -  BREMEN","NORDDEUTSCHER LLOYD -  BREMEN"
"DENISON HOTEL","DENISON HOTEL"
"OCEANIC STEAMSHIP CO. S.S.ZEALANDIA","OCEANIC STEAMSHIP CO. S.S.ZEALANDIA"
"GREAT NORTHERN SYSTEM - DINING CAR","GREAT NORTHERN SYSTEM - DINING CAR"
"RALEIGH HOTEL & RESTAURANT","RALEIGH HOTEL & RESTAURANT"
"CHAMBERLIN HOTEL","CHAMBERLIN HOTEL"
"SUPERINTENDENTS OF DIVISIONS AND STATIONS OF THE PHILADELPHIA POST OFFICE","SUPERINTENDENTS OF DIVISIONS AND STATIONS OF THE PHILADELPHIA POST OFFICE"
"UNION LEAGUE OF PHILADELPHIA","UNION LEAGUE OF PHILADELPHIA"
"SULLIVAN COUNTY TURTLE CLUB","SULLIVAN COUNTY TURTLE CLUB"
"The Modern","The Modern"
"CERCLE NATIONAL DES ARMEES DE TERRE & DE MER - (NATIONAL CIRCLE OF ARMY ON LAND & SEA)","CERCLE NATIONAL DES ARMEES DE TERRE & DE MER - (NATIONAL CIRCLE OF ARMY ON LAND & SEA)"
"MAGYAR PARASZT LAKOMA","MAGYAR PARASZT LAKOMA"
"PENNSYLVANIA SOCIETY SONS OF THE REVOLUTION","PENNSYLVANIA SOCIETY SONS OF THE REVOLUTION"
"NEW YORK ROWING CLUB","NEW YORK ROWING CLUB"
"WASHINGTON BANKERS' ASSOCIATIO","WASHINGTON BANKERS' ASSOCIATIO"
"BUFFALO CHAMBER OF COMMERCE","BUFFALO CHAMBER OF COMMERCE"
"(INTERNATIONAL AMERICAN CONFERENCE)","(INTERNATIONAL AMERICAN CONFERENCE)"
"PI CHAPTER OF KAPPA SIGMA","PI CHAPTER OF KAPPA SIGMA"
"THE ALMA","THE ALMA"
"ARTIC CLUB","ARTIC CLUB"
"GRAD HOTEL","GRAD HOTEL"
"THE PENNSYLVANIA BAR ASSOCIATION ON BEHALF OF THE BAR OF THE COMMONWEALTH","THE PENNSYLVANIA BAR ASSOCIATION ON BEHALF OF THE BAR OF THE COMMONWEALTH"
"MILITARY ORDER OF THE LOYAL LEGION","MILITARY ORDER OF THE LOYAL LEGION"
"TROY HOUSE","TROY HOUSE"
"2nd PANEL SHERIFFS JULY(?)","2nd PANEL SHERIFFS JULY(?)"
"SONS OF DELAWARE","SONS OF DELAWARE"
"BANK CLERKS' MUTUAL BENEFIT ASSOCIATION","BANK CLERKS' MUTUAL BENEFIT ASSOCIATION"
"LOWELL LUNCH","LOWELL LUNCH"
"THE LINCOLN ASSOCIATION","THE LINCOLN ASSOCIATION"
"SUPERINTENDENT INSPECTORS AND CAPTAINS OF POLICE OF NEW YORK CITY","SUPERINTENDENT INSPECTORS AND CAPTAINS OF POLICE OF NEW YORK CITY"
"DENVAR BAR ASSOCIATION","DENVAR BAR ASSOCIATION"
"SHEET METAL WARE MANUFACTURERS","SHEET METAL WARE MANUFACTURERS"
"CITY HALL CENTER","CITY HALL CENTER"
"THE NEWSPAPER PRESS FUND","THE NEWSPAPER PRESS FUND"
"BENCH AND BAR","BENCH AND BAR"
"VICTOR BARACCA REST;","VICTOR BARACCA REST;"
"STAGSHAW HOUSE","STAGSHAW HOUSE"
"AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION","AMERICAN RAILWAY ENGINEERING AND MAINTENANCE OF WAY ASSOCIATION"
"MR. JOHN SHAW","MR. JOHN SHAW"
"MME.FANNIE BERLINER","MME.FANNIE BERLINER"
"NEW ENGLAND DELEGATION OF H.M.M.B.A.","NEW ENGLAND DELEGATION OF H.M.M.B.A."
"HILDRETH TARNISH CO.?","HILDRETH TARNISH CO.?"
"MAHARAJA OF BARODA","MAHARAJA OF BARODA"
"(RISTORANTE VALIANI?)","(RISTORANTE VALIANI?)"
"FELLOWSHIP CLUB OF PHILADELPHIA","FELLOWSHIP CLUB OF PHILADELPHIA"
"MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES COMMANDERY OF THE STATE OF INDIANA","MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES COMMANDERY OF THE STATE OF INDIANA"
"La Barraca","La Barraca"
"A Vieux Saint Martin","A Vieux Saint Martin"
"'Chez ''Maxim's'''","'Chez ''Maxim's'''"
"The Lobster Trap","The Lobster Trap"
"Cafe Carlyle","Cafe Carlyle"
"Le Pistou","Le Pistou"
"Hotel Hessischer Hof","Hotel Hessischer Hof"
"Senor Pico","Senor Pico"
"Emily Shaw's Inn","Emily Shaw's Inn"
"Pan American Society","Pan American Society"
"The Waldorf-Astoria","The Waldorf-Astoria"
"Hotel New Yorker","Hotel New Yorker"
"New York University Law Alumni Banquet","New York University Law Alumni Banquet"
"Hotel Regency","Hotel Regency"
"Nypl","Nypl"
"S.S. Canberra","S.S. Canberra"
"Island Sailing Club Cowes","Island Sailing Club Cowes"
"Giraffe","Giraffe"
"Old Original Bookbinder's","Old Original Bookbinder's"
"Thompson's","Thompson's"
"Sixty Eight","Sixty Eight"
"Hotel St. Gotthard Zürich","Hotel St. Gotthard Zürich"
"New York University Club","New York University Club"
"Edelweiss","Edelweiss"
"Raritan Valley Inn","Raritan Valley Inn"
"Polonaise","Polonaise"
"The Good Earth Restaurant & Bakery","The Good Earth Restaurant & Bakery"
"Harvard Club Of New York City","Harvard Club Of New York City"
"Walliser Kanne","Walliser Kanne"
"Wärdshuset Stallmästaregarden","Wärdshuset Stallmästaregarden"
"Howard Manor","Howard Manor"
"Frankie And Johnnie","Frankie And Johnnie"
"Hotel Garde","Hotel Garde"
"Hotel Taft","Hotel Taft"
"Enrico & Paglieri","Enrico & Paglieri"
"Star And Crescent Restaurant","Star And Crescent Restaurant"
"Grand Hôtel Royal","Grand Hôtel Royal"
"Jonathan Club","Jonathan Club"
"Hotel Geneve","Hotel Geneve"
"Hotel Victoria","Hotel Victoria"
"The Hotel Astor","The Hotel Astor"
"Minneapolis Athletic Club","Minneapolis Athletic Club"
"Orpheum Restaurant","Orpheum Restaurant"
"Huether & Steffens","Huether & Steffens"
"Pabst 23rd Street","Pabst 23rd Street"
"Gibson's Restaurant","Gibson's Restaurant"
"The Buffalo Club","The Buffalo Club"
"Silvermere Inn","Silvermere Inn"
"M. Lorenzo Café","M. Lorenzo Café"
"Yorkville Casino","Yorkville Casino"
"University Club of Brooklyn","University Club of Brooklyn"
"POLICE DEPARTMENT OF THE CITY OF NEW YORK","POLICE DEPARTMENT OF THE CITY OF NEW YORK"
"NORDDEUTSCHER LLOYD  BREMEN","NORDDEUTSCHER LLOYD  BREMEN"
"NETHERLAND HOTEL","NETHERLAND HOTEL"
"MANDEL'S TEA ROOMS","MANDEL'S TEA ROOMS"
"ST.LOUIS COLLEGE OF PHARMACY","ST.LOUIS COLLEGE OF PHARMACY"
"BLOTTNER'S CAFE & RESTAURANT","BLOTTNER'S CAFE & RESTAURANT"
"ILLINOIS STATE BAR ASSOCIATION","ILLINOIS STATE BAR ASSOCIATION"
"HOTEL COLUMBIA","HOTEL COLUMBIA"
"DES INDES HOTEL","DES INDES HOTEL"
"PROCTOR'S CAFE","PROCTOR'S CAFE"
"INTERNATIONALE KOCHKUNST-AUSSTELLUNG","INTERNATIONALE KOCHKUNST-AUSSTELLUNG"
"HOTEL LANGWELL","HOTEL LANGWELL"
"HOTEL KNICKERBOCKER","HOTEL KNICKERBOCKER"
"MARINE SOCIETY OF NEW YORK","MARINE SOCIETY OF NEW YORK"
"NATIONAL WHOLESALE GROCERS' ASSOCIATION OF THE UNITED STATES","NATIONAL WHOLESALE GROCERS' ASSOCIATION OF THE UNITED STATES"
"PHILADELPHIA MEMBERS OF THE NATIONAL ASSOCIATION OF MANUFACTURERS","PHILADELPHIA MEMBERS OF THE NATIONAL ASSOCIATION OF MANUFACTURERS"
"HAMBURG- ARMERIKA LINIE","HAMBURG- ARMERIKA LINIE"
"FRIENDS OF GEO W. GARDNER","FRIENDS OF GEO W. GARDNER"
"HOTEL ALEXANDRIA","HOTEL ALEXANDRIA"
"PRESS COUNCIL-71","PRESS COUNCIL-71"
"MERCHANT TAILOR'S SOCIETY OF THE CITY OF NEW YORK","MERCHANT TAILOR'S SOCIETY OF THE CITY OF NEW YORK"
"QUILL AND DAGGER","QUILL AND DAGGER"
"MIRAMAR HOTEL","MIRAMAR HOTEL"
"Cie Gle TRANSATLANTIQUE","Cie Gle TRANSATLANTIQUE"
"NEW ENGLAND SOCIETY","NEW ENGLAND SOCIETY"
"U.S. CRUISER BROOKLYN","U.S. CRUISER BROOKLYN"
"HOTEL VENDOME AND PROFILE HOUSE","HOTEL VENDOME AND PROFILE HOUSE"
"NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK","NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK"
"MUSICA DEGLI ALLIEVI CARABINIERE","MUSICA DEGLI ALLIEVI CARABINIERE"
"CHI PHI ASSOCIATION IN THE CITY OF NEW YORK","CHI PHI ASSOCIATION IN THE CITY OF NEW YORK"
"SMITH & MCNELLS","SMITH & MCNELLS"
"LIPPE'S RESTAIRAMT","LIPPE'S RESTAIRAMT"
"FIRST AND SECOND COMPANIES GOVERNOR'S FOOT GUARDS","FIRST AND SECOND COMPANIES GOVERNOR'S FOOT GUARDS"
"CONGREGATIONAL CLUB","CONGREGATIONAL CLUB"
"PEOPLE OF THE STATE OF LOUISIANA","PEOPLE OF THE STATE OF LOUISIANA"
"THE MERCHANTS CLUB OF CHICAGO","THE MERCHANTS CLUB OF CHICAGO"
"COLLEGIATE CLUB","COLLEGIATE CLUB"
"HUDSON COUNTY GRAND JURY","HUDSON COUNTY GRAND JURY"
"ST. STEPHEN'S PARISH","ST. STEPHEN'S PARISH"
"(HORNE MARKET?) CLUB","(HORNE MARKET?) CLUB"
"AMERICAN MEMBERS OF THE WORLD'S COLUMBIAN DENTAL CONGRESS","AMERICAN MEMBERS OF THE WORLD'S COLUMBIAN DENTAL CONGRESS"
"JAMESTOWN EXPOSITION COMPANY","JAMESTOWN EXPOSITION COMPANY"
"J.C. HARTMANN RESTAURANTS AND CAFE","J.C. HARTMANN RESTAURANTS AND CAFE"
"JCIGAR LEAF TOBACCO BOARD OF TRADE OF THE UNITED STATES","JCIGAR LEAF TOBACCO BOARD OF TRADE OF THE UNITED STATES"
"KALIL'S RESTAURANT","KALIL'S RESTAURANT"
"EVELYN RESTAURANT; THE","EVELYN RESTAURANT; THE"
"PHI CHAPTER ASSOCIATION OF ZETA PSI","PHI CHAPTER ASSOCIATION OF ZETA PSI"
"COLUMBIA UNIVERSITY RESTAUANT","COLUMBIA UNIVERSITY RESTAUANT"
"(FRANK JONES BREWING CO.)","(FRANK JONES BREWING CO.)"
"ANDERIDA LODGE 2434","ANDERIDA LODGE 2434"
"HOTEL MINOT","HOTEL MINOT"
"da Flavio Ristorante Antico Boeucc","da Flavio Ristorante Antico Boeucc"
"Grand Hotel Central","Grand Hotel Central"
"Hotel u. Restaurant Goldener Hirsch","Hotel u. Restaurant Goldener Hirsch"
"Ghirardelli Soda Fountain & Candy Shop","Ghirardelli Soda Fountain & Candy Shop"
"Le Cirque","Le Cirque"
"Aurora","Aurora"
"Brussels Restaurant","Brussels Restaurant"
"Charley Brown's","Charley Brown's"
"Schwarzwalders Natur Weinhaus","Schwarzwalders Natur Weinhaus"
"Restaurant Lucas Carton","Restaurant Lucas Carton"
"'The California Limited","'The California Limited"
"San Francisco Chamber of Commerce","San Francisco Chamber of Commerce"
"'(Harvard University?)   New American House","'(Harvard University?)   New American House"
"Deutschen Haus","Deutschen Haus"
"La Maison Du Boeuf","La Maison Du Boeuf"
"Keen's English Chop House","Keen's English Chop House"
"Wisconsin Club","Wisconsin Club"
"Scandia Restaurant","Scandia Restaurant"
"Eola Hotel Grill","Eola Hotel Grill"
"Safari Grill","Safari Grill"
"S.S. Lurline","S.S. Lurline"
"Sacher Restaurant","Sacher Restaurant"
"Governor Shepherd Restaurant","Governor Shepherd Restaurant"
"Sheraton East","Sheraton East"
"Trenton Country Club","Trenton Country Club"
"Harvey's Famous Restaurant","Harvey's Famous Restaurant"
"The Apple Tree Restaurant","The Apple Tree Restaurant"
"'M.V. \Georgic\'''''","'M.V. \Georgic\'''''"
"Rheinpfalz Weinstuben Frankfurt","Rheinpfalz Weinstuben Frankfurt"
"Fleur De Lis Restaurant","Fleur De Lis Restaurant"
"Town And Country Restaurant","Town And Country Restaurant"
"Charles","Charles"
"'Harry M. Stevens","'Harry M. Stevens"
"Restaurant Gondolen","Restaurant Gondolen"
"Blanch's","Blanch's"
"Old English Grill","Old English Grill"
"Billy The Oyster Man","Billy The Oyster Man"
"The Belvedere","The Belvedere"
"S.S. American Banker","S.S. American Banker"
"'M/S ''Pilsudski'''''''","'M/S ''Pilsudski'''''''"
"The Chemists' Club","The Chemists' Club"
"'Pavillon D'orient","'Pavillon D'orient"
"Café Lafayette","Café Lafayette"
"United States Ship Wyoming","United States Ship Wyoming"
"U.S.S. Wyoming","U.S.S. Wyoming"
"Aztec Restaurant","Aztec Restaurant"
"Hannaberry & Moran","Hannaberry & Moran"
"Heuther & Steffens","Heuther & Steffens"
"Meyer's Hotel","Meyer's Hotel"
"Drake's","Drake's"
"The Annex","The Annex"
"Los Angeles Athletic Club","Los Angeles Athletic Club"
"Ye Olde Cheshire Cheese","Ye Olde Cheshire Cheese"
"Child's","Child's"
"Broadway Tabernacle Church","Broadway Tabernacle Church"
"Hotel Worthy","Hotel Worthy"
"Hotel Copley-Plaza","Hotel Copley-Plaza"
"Atlantic Yacht Club","Atlantic Yacht Club"
"NORDDEUTSCHER LLOYD BREMEN","NORDDEUTSCHER LLOYD BREMEN"
"NATIONAL ASSOCIATION OF MANUFACTURERS OF THE UNITED STATES OF AMERICA","NATIONAL ASSOCIATION OF MANUFACTURERS OF THE UNITED STATES OF AMERICA"
"LONG BEACH HOTEL","LONG BEACH HOTEL"
"PENNSYLVANIA TOURS TO THE GOLDEN GATE","PENNSYLVANIA TOURS TO THE GOLDEN GATE"
"CHAS.BRADLEY'S OYSTER & DINING ROOM","CHAS.BRADLEY'S OYSTER & DINING ROOM"
"CATSKILL MOUNTAIN HOUSE","CATSKILL MOUNTAIN HOUSE"
"MACY'S","MACY'S"
"HENRY R. CAPLAN","HENRY R. CAPLAN"
"VAN LIEW'S RESTAURANT","VAN LIEW'S RESTAURANT"
"GRAND COMMANDERY OF THE STAT OF NY","GRAND COMMANDERY OF THE STAT OF NY"
"KING HAAKON VII","KING HAAKON VII"
"ANGLO-AMERICAN LODGE","ANGLO-AMERICAN LODGE"
"NATIONAL WHOLESALE LUMBER DEALERS ASSOCIATION","NATIONAL WHOLESALE LUMBER DEALERS ASSOCIATION"
"BROOKLYN DEMOCRATIC CLUB","BROOKLYN DEMOCRATIC CLUB"
"NEW YORK SOUTHERN SOCIETY","NEW YORK SOUTHERN SOCIETY"
"KING KARL AND QUEEN OLGA OF WURTEMBERG","KING KARL AND QUEEN OLGA OF WURTEMBERG"
"AMERICAN COTTON MANUFACTURERS ASOCIATION","AMERICAN COTTON MANUFACTURERS ASOCIATION"
"ADELPHI HOTEL","ADELPHI HOTEL"
"FRIENDS OF GEO. HECTOR CLEMES","FRIENDS OF GEO. HECTOR CLEMES"
"STEWART'S;","STEWART'S;"
"ASSOCIATED STUDENTS OF CARROLL BREWSTER","ASSOCIATED STUDENTS OF CARROLL BREWSTER"
"(COMPAGNIE GENERALE TRANSATLANTIC?)","(COMPAGNIE GENERALE TRANSATLANTIC?)"
"THE OREGON AND WASHINGTON LUMBER MANUFACTURERS' ASSOCIATION","THE OREGON AND WASHINGTON LUMBER MANUFACTURERS' ASSOCIATION"
"NEW YORK FREE TRADE CLUB","NEW YORK FREE TRADE CLUB"
"GRAND LODGE OF NORWAY","GRAND LODGE OF NORWAY"
"LYDIA F. WADLEIGH AAOCIATION","LYDIA F. WADLEIGH AAOCIATION"
"MEMBERS OF LEGISLATURE OF THE BAHAMAS","MEMBERS OF LEGISLATURE OF THE BAHAMAS"
"(WALDORF-ASTORIA?)","(WALDORF-ASTORIA?)"
"FREDERIK VIII","FREDERIK VIII"
"(AMERICAN COLONY CLUB?)","(AMERICAN COLONY CLUB?)"
"MEYERS HOTEL","MEYERS HOTEL"
"BODIES OF THE RITE","BODIES OF THE RITE"
"SOCIETA'LA PIEMONTESE","SOCIETA'LA PIEMONTESE"
"OLD SETTLERS' CLUB","OLD SETTLERS' CLUB"
"FRIENDS OF MR. JOSEPH B.WITMAN","FRIENDS OF MR. JOSEPH B.WITMAN"
"A l'Ecu de France","A l'Ecu de France"
"Wheeler & Co.","Wheeler & Co."
"Refectorium","Refectorium"
"Krogs Fiskerestaurant","Krogs Fiskerestaurant"
"La Bucherie","La Bucherie"
"Palmengarten Nordeingang","Palmengarten Nordeingang"
"Gosman's Dock","Gosman's Dock"
"Atles Gasthaus Leve","Atles Gasthaus Leve"
"Yee Hop's","Yee Hop's"
"Uknown","Uknown"
"'Testimonial Dinner","'Testimonial Dinner"
"'The Mahat Asram","'The Mahat Asram"
"North German Lloyd","North German Lloyd"
"Gaylord's","Gaylord's"
"The New York City Community College","The New York City Community College"
"Fuhrmanns Stube","Fuhrmanns Stube"
"Café American","Café American"
"Trapp Family Lodge","Trapp Family Lodge"
"'\The Manor\'''''","'\The Manor\'''''"
"The Sea Horse Restaurant","The Sea Horse Restaurant"
"Im Stapelhäuschen","Im Stapelhäuschen"
"'Terrace Room","'Terrace Room"
"Hotel Europäischer Hof","Hotel Europäischer Hof"
"Von's","Von's"
"Hotel Gehrhus","Hotel Gehrhus"
"Waterfort","Waterfort"
"Hotel Ritz   Lisboa","Hotel Ritz   Lisboa"
"R.M.S. Mauretania","R.M.S. Mauretania"
"Brockles' Restaurant","Brockles' Restaurant"
"Guy Lomabard's East Point House","Guy Lomabard's East Point House"
"Bundeshaus Restaurant","Bundeshaus Restaurant"
"La Colombe D'or","La Colombe D'or"
"Hohensalzburg","Hohensalzburg"
"The New York Public Library","The New York Public Library"
"George Washington Hotel","George Washington Hotel"
"S.S. President Wilson","S.S. President Wilson"
"The Stockholm Restaurants","The Stockholm Restaurants"
"Alexandra","Alexandra"
"Ussr Pavillion Restaurant","Ussr Pavillion Restaurant"
"Theatercafeen","Theatercafeen"
"Clinton House","Clinton House"
"Hotel General Wayne","Hotel General Wayne"
"Larré's","Larré's"
"'Paquebot ''Normandie'''''''","'Paquebot ''Normandie'''''''"
"Vanderbilt Studios Inn","Vanderbilt Studios Inn"
"The Elks Club","The Elks Club"
"The Ross Dining Rooms   Methodist Building","The Ross Dining Rooms   Methodist Building"
"Cosmos Club","Cosmos Club"
"Hotel Copley Plaza","Hotel Copley Plaza"
"Murray's Roman Gardens","Murray's Roman Gardens"
"Tokyo Club","Tokyo Club"
"Bensonhurst Yacht Club","Bensonhurst Yacht Club"
"A.H.Meyer Rathskeller","A.H.Meyer Rathskeller"
"Pilgrim's Bakery and Restaurant","Pilgrim's Bakery and Restaurant"
"Intercolonial Railway","Intercolonial Railway"
"Greenhut-Siegel Cooper Co. Tea Room","Greenhut-Siegel Cooper Co. Tea Room"
"Stauch's","Stauch's"
"REPUBLICAN HOUSE","REPUBLICAN HOUSE"
"PENNSYLVANIA RAILROAD","PENNSYLVANIA RAILROAD"
"NEW YORK ATHLETIC CLUB","NEW YORK ATHLETIC CLUB"
"PARK AVENUE HOTEL","PARK AVENUE HOTEL"
"HOTEL MANHATTAN","HOTEL MANHATTAN"
"YE HOTEL COLONIAL","YE HOTEL COLONIAL"
"U.S.A.(ARMY) TRANSPORT WARREN","U.S.A.(ARMY) TRANSPORT WARREN"
"GENERAL DUNDAS","GENERAL DUNDAS"
"MENZIE'S HOTEL","MENZIE'S HOTEL"
"PALACE HOTEL RESTAURANT AND LADIES GRILL ROOM","PALACE HOTEL RESTAURANT AND LADIES GRILL ROOM"
"RAYMOND & WHITCOMBIS TOURS","RAYMOND & WHITCOMBIS TOURS"
"HOTEL CADILLAC","HOTEL CADILLAC"
"ROYAL PALACE HOTEL","ROYAL PALACE HOTEL"
"GRILL ROOM","GRILL ROOM"
"OLYMPIC CLUB","OLYMPIC CLUB"
"ALUMNI ASSOCIATION OF THE CUMBERLAND STREET & BROOKLYN HOMEOPATHIC HOSPITALS","ALUMNI ASSOCIATION OF THE CUMBERLAND STREET & BROOKLYN HOMEOPATHIC HOSPITALS"
"METROPOLITAN LIFE INSURANCE COMPANY","METROPOLITAN LIFE INSURANCE COMPANY"
"CURRAHEE CLUB","CURRAHEE CLUB"
"THE BUSINESS MEN OF NEW YORK","THE BUSINESS MEN OF NEW YORK"
"TREASURERS CLUB OF AMERICA","TREASURERS CLUB OF AMERICA"
"ENGINEERS' CLUB","ENGINEERS' CLUB"
"ROBERT E. PEARY","ROBERT E. PEARY"
"(ADMIRAL LACOMBE?)","(ADMIRAL LACOMBE?)"
"H.M.PARAMINDR MAHA CHULALONGKORN-KING OF SIAM","H.M.PARAMINDR MAHA CHULALONGKORN-KING OF SIAM"
"METROPOLITAN HOTEL","METROPOLITAN HOTEL"
"THIRTEEN CLUB","THIRTEEN CLUB"
"GERMAN AMERICAN CHARITY BALL","GERMAN AMERICAN CHARITY BALL"
"CLASS OF 1877 HARVARD COLLEGE","CLASS OF 1877 HARVARD COLLEGE"
"BRITISH SCHOOLS AND UNIVERSITIES CLUB OF NEW YORK","BRITISH SCHOOLS AND UNIVERSITIES CLUB OF NEW YORK"
"(RALPH LESSEE)","(RALPH LESSEE)"
"MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES COMMANDERY OF THE STATE OF MINNESOTA","MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES COMMANDERY OF THE STATE OF MINNESOTA"
"AMERICAN CHAMBER OF COMMERCE OF PARIS COMMISSION FOR THE EXPOSIION OF 1900","AMERICAN CHAMBER OF COMMERCE OF PARIS COMMISSION FOR THE EXPOSIION OF 1900"
"MAGDEBURGER LIEDERTAFEL","MAGDEBURGER LIEDERTAFEL"
"BRITISHSCHOOLS AND UNIVERSITIES CLUB OF NEW YORK","BRITISHSCHOOLS AND UNIVERSITIES CLUB OF NEW YORK"
"FLUSHING INSTITUTE ASSOCIATION","FLUSHING INSTITUTE ASSOCIATION"
"MANSION","MANSION"
"NEW YORK LIFE INSUANCE COMPANY","NEW YORK LIFE INSUANCE COMPANY"
"CHAMBRE DE COMMERCE FRANCAISE DE NEW YORK","CHAMBRE DE COMMERCE FRANCAISE DE NEW YORK"
"CALEDONIAN SOCIETY","CALEDONIAN SOCIETY"
"(FIVE O'CLOCK CLUB PHILADELPHIA)","(FIVE O'CLOCK CLUB PHILADELPHIA)"
"HIBERNIAN SOCIETY OF PHILADELPHIA","HIBERNIAN SOCIETY OF PHILADELPHIA"
"LEGISLATIVE CORRESPONDENTS' ASSOCIATION","LEGISLATIVE CORRESPONDENTS' ASSOCIATION"
"OLD POODLE DOG RESTAURANT","OLD POODLE DOG RESTAURANT"
"ILLINOIS SOCIETY OF THE SONS OF THE REVOLUTION","ILLINOIS SOCIETY OF THE SONS OF THE REVOLUTION"
"HOTELS SCHWEIZERHOF & LUZERNERHOF","HOTELS SCHWEIZERHOF & LUZERNERHOF"
"CHICAGO AND ALTON RR","CHICAGO AND ALTON RR"
"JACOB KNOOP SOHNE WEINSTUBEN","JACOB KNOOP SOHNE WEINSTUBEN"
"JOHN J. PETIT OF BROOKLYN","JOHN J. PETIT OF BROOKLYN"
"PRINCE AND PRINCESS OF WALES","PRINCE AND PRINCESS OF WALES"
"FRATERNAL UNION OF ANNIONTED HIGH PRIESTS OF NEW YORK STATE","FRATERNAL UNION OF ANNIONTED HIGH PRIESTS OF NEW YORK STATE"
"JOHN R. WATERS TO ADVISORY COMMITTEES AT NY RECIPROCAL UNDERWRITERS","JOHN R. WATERS TO ADVISORY COMMITTEES AT NY RECIPROCAL UNDERWRITERS"
"FIDELITY LODGE NO. 120","FIDELITY LODGE NO. 120"
"HOFFMAN CAFES","HOFFMAN CAFES"
"NEW-YORK LIFE IN GREATER NEW YORK","NEW-YORK LIFE IN GREATER NEW YORK"
"COLLEGE OF THE CITY OF NEW YORK","COLLEGE OF THE CITY OF NEW YORK"
"U.S. FLAGSHIP CHARLESTON","U.S. FLAGSHIP CHARLESTON"
"WESLEYAN UNIVERSITY CLUB OF NEW YORK","WESLEYAN UNIVERSITY CLUB OF NEW YORK"
"ALUMNI CLASS OF CCNY","ALUMNI CLASS OF CCNY"
"Sheraton Skyline Hotel","Sheraton Skyline Hotel"
"Carlton Club","Carlton Club"
"Hotel Ritz","Hotel Ritz"
"La Residence","La Residence"
"Restaurant zum alten Rathaus","Restaurant zum alten Rathaus"
"TANTE MARGUERITE","TANTE MARGUERITE"
"The Boar's Head Inn","The Boar's Head Inn"
"Nordeutscher Lloyd Bremen   On Board S.S. 'George Washington.","Nordeutscher Lloyd Bremen   On Board S.S. 'George Washington."
"Edwardian Room","Edwardian Room"
"The St. Regis Sheraton","The St. Regis Sheraton"
"The Tea Cosy","The Tea Cosy"
"Jour & Nuit","Jour & Nuit"
"Ratsweinkeller","Ratsweinkeller"
"Memorial Apts.","Memorial Apts."
"The Ark","The Ark"
"Maitre Jacques On The Charles","Maitre Jacques On The Charles"
"Banff Springs Hotel","Banff Springs Hotel"
"Las Alamedas","Las Alamedas"
"Weir Cook Dining Room","Weir Cook Dining Room"
"'Ballroom","'Ballroom"
