original_sponsor,clustered_sponsor
ATLANTIC CITY HOTEL MEN'S ASSOCIATION,Atlantic City Hotel Men's Association
KENSINGTON HOTEL,Kensington Hotel
RIDLEY PARK KNIGHTS OF THEROUND TABLE,Ridley Park Knights Of Theround Table
BECKMAN & PUNCHARD,Beckman & Punchard
GREENLEAF LODGE NO.561,Greenleaf Lodge No.561
GRAND LODGE OF MASSACHUSETTS,Grand Lodge Of Massachusetts
GRAND LODGE F.A.A.M OF THE DISTRICT OF COLUMBIA,Grand Lodge F.A.A.M Of The District Of Columbia
NEW ENGLAND MEMBERS OF THE HOTEL MEN'S MUTUAL BENEFIT ASSOCIATION OF THE UNITED STATES AND CANADA,New England Members Of The Hotel Men's Mutual Benefit Association Of The United States And Canada
THE SOCIETY FOR LITERARY KNOWLEDGE,The Society For Literary Knowledge
MOUNTAIN PARK HOTEL,Mountain Park Hotel
AMEN CORNER,Amen Corner
COZZENS' WEST POINT HOTEL,Cozzens' West Point Hotel
MR. THOMAS W.WILSON,Mr. Thomas W.Wilson
CITIZENS BUSINESS LEAGUE,Citizens Business League
YALE ALUMNI ASSOCIATION OF PHILADELPHIA,Yale Alumni Association
MR. SCHWITZER,Mr. Schwitzer
EXCHANGE HOTEL AND BALLARD HOUSE,Exchange Hotel And Ballard House
THE UNIVERSAL COOKERY AND FOOD ASSOCIATIONS,The Universal Cookery And Food Associations
WHITE'S DINING ROOMS,White's Dining Rooms
STETSON HOUSE,Stetson House
BERKSHIRE SOCIETY OF NEW YORK,Berkshire Society Of New York
BOARD OF TRADE OF THE CITY OF TORONTO,Board Of Trade Of The City Of Toronto
MEMBERS OF THE PEN AND PENCIL CLUB,Members Of The Pen And Pencil Club
CONNECTICUT SOCIETY OF CIVIL ENGINEERS,Connecticut Society Of Civil Engineers
BOWDOIN COLLEGE,Bowdoin College
RESTAURANT ZOOLOGISCHER GARTEN,Restaurant Zoologischer Garten
LAKE HOUSE,Lake House
CONFEDERATE VETERAN CAMP OF NEW YORK THE,Confederate Veteran Camp Of New York
DEER PARK HOTEL,Deer Park Hotel
DUTCHESS COUNTY SOCIETY IN THE CITY OF NEW YORK,Dutchess County Society In The City Of New York
Royal Dutch Airlines,Royal Dutch Airlines
The Ivy,The Ivy
Restaurant Kervansaray,Restaurant Kervansaray
Restaurant Drei Baren,Restaurant Drei Baren
Girafe,Girafe
Hotel Parker Meridien,Hotel Parker Meridien
Restaurant Le Bourgogne,Restaurant (le Pavillon Du Lac) Du Parc Montsouris Le Jardin De La Paresse
Peninsula Hotel,Peninsula Hotel
Hofbrauhaus,Hofbrauhaus
King's Arms Tavern,King's Arms Tavern
Krone,Krone
Kunstnernes Restaurant Blom,Kunstnernes Restaurant Blom
Vivarois,Vivarois
Wine and Food Society,Wine And Food Society
The Plaza; Hilton Hotels,The Plaza; Hilton Hotels
Gramercy Park Hotel; Hotel Gramercy Park,Gramercy Park Hotel
La Saulaie,La Saulaie
Executive Mansion,Executive Mansion
Wursthaus,Wursthaus
Bamerette,Bamerette
Hotel Imperial Wien,Hotel Imperial Wien
'Rms \Queen Elilzabeth 2\''''','rms \queen Elilzabeth 2\'''''
The Netherland Club Of New York,The Netherland Club Of New York
Carroll Arms Restaurant,Carroll Arms Restaurant
Tavern On The Green,Tavern On The Green
Empire Szechuan Gourmet,Empire Szechuan Gourmet
[Restaurant And/Or Location Unknown],[restaurant And/or Location Unknown]
Bon Vivant,Bon Vivant
Chowning's Tavern,Chowning's Tavern
The Orient Room,The Orient Room
Blue Horizon,Blue Horizon
Bienvenue,Bienvenue
Button's Deli,Button's Deli
Bread Market & CafÃ©,Bread Market & Cafã©
R.M.S. Nieuw Amsterdam,R.M.S. Nieuw Amsterdam
Charlie's,Charlie's
Miami Hotel,Miami Hotel
Texas Zephyrs,Texas Zephyrs
Ballantine Three Ring Inn,Ballantine Three Ring Inn
Hasselbacken,Hasselbacken
Virginia Ferry Corporation,Virginia Ferry Corporation
Canary Cottage,Canary Cottage
Mitre Hotel,Mitre Hotel
Bds,Bds
Ye Golden Lion Tavern,Ye Golden Lion Tavern
'S.S. ''President Roosevelt''''''','s.S. ''president Roosevelt'''''''
John Wanamaker,John Wanamaker
Hotel Wallick,Hotel Wallick
Mercantile lunch Co.,Mercantile Lunch Co.
Spilker's Restaurant and CafÃ©,Spilker's Restaurant And Grill Room
Pine Terrace Inn,Pine Terrace Inn
'S.S. ''Bruce''','s.S. ''bruce'''
The West End,The West End
Lexington Hotel,Hotel Lexington
Burland Casino,Burland Casino
PACIFIC MAIL STEAMSHIP CO.,Pacific Mail Steamship Co.
MORNING NEWSPAPER BOWLING LEAGUE,Morning Newspaper Bowling League
GOULD'S HOTEL CAFE,Gould's Hotel Cafe
DEL PRADO HOTEL,Del Prado Hotel
HADDON HOTEL,Haddon Hotel
(ENGINEERS CLUB),(engineers Club)
ENGINEERS CLUB,(engineers Club)
HOTEL PABST,Hotel Pabst
MAISON DRIENNE,Maison Drienne
ST. LOUIS CLUB,St. Louis Club
COLONNADE RESTAURANT,Colonade Restaurant
WEST COAST DINING SALOON,West Coast Dining Saloon
DAVID CAFE AND RESTAURANT,David Cafe And Restaurant
BRITISH MUSEUM REFRESHMENT DEPARTMENT,British Museum Refreshment Department
NORDEUTSCHER LLOYD BREMEN,Nordeutscher Lloyd
GRAND HOTEL HUNGARIA,Grand Hotel Hungaria
MANSION HOUSE,Mansion House
RED STAR LINE- ANTWERPEN  NY,Red Star Line - Antwerpen  - NY
STATE DEPARTMENT SPECIAL TO THE PAND-AMERICAN CONGRESS AT THE CITY OF MEXICO (PULLMAN CAR SERVICE),State Department Special To The Pan-american Congress At The City Of Mexico
BAILEY CATERING COMPANH,Bailey Catering Co.
ST. JOHN'S LODGE NO. 1,St. John's Lodge No. 1
GUNTHER'S,Gunther's
R.H. MACY & CO.,R.H. Macy & Co.
CORPORATION OF THE CITY OF LONDON,Corporation Of The City Of London
THE CLARENDON,The Clarendon
NEW YORK STATE BAR ASSOCIATION,New York State Bar Association
SECRETARY OF THE TREASURY,Secretary Of The Treasury
ASSOCIATION OF THE BAR OF THE BOROUGH OF THE BRONX IN THE CITY OF NEW YORK,Association Of The Bar Of The Borough Of The Bronx In The City Of New York
THE MARCARET,The Marcaret
BREVOORT HOUSE,Brevoort House
HOTEL HAVLIN,Hotel Havlin
PROSPECT HOUSE,Prospect House
(HOTEL ASSOCIATION OF NEW YORK CITY),(hotel Association Of New York City)
SIG. GIOVANNI CAVAGNARO E SIGNORA,Sig. Giovanni Cavagnaro E Signora
'MITCHELL,'mitchell
(MAJESTIC HOTEL),(majestic Hotel)
RG,R.G.(?)
S.S.B. COUNSEL OF SPELLING SIMPLIFICATION,S.S.B. Counsel Of Spelling Simplification
ASSOCIATED PIONEERS OF THE TERRITORIAL DAYS OF CALIFORNIA,Associated Pioneers Of The Territorial Days Of California
DR. JOSE A. PRESNO Y BASTIONY,Dr. Jose A. Presno Y Bastiony
LEWIS AND CLARK CENTENNIAL EXPOSITION,Lewis And Clark Centennial Exposition
FRIENDS OF MR. ARTHUR J. O'KEEFFE,Friends Of Mr. Arthur J. O'keeffe
HOBOKEN BOARD OF TRADE,Hoboken Board Of Trade
RENS.POLY.INST.,Rens.Poly.Inst.
SAN FRANCISCO LUMBER DEALERS EXCHANGE,San Francisco Chamber Of Commerce
BUCKINGHAM PALACE,Buckingham Palace
CRAFTSMAN CLUB,Craftsman Club
SCIENTIFIC ALLIANCE OF NEW YORK,Scientific Alliance Of New York
ANCIENT AND HONORABLE ARTILLERY CO. OF MASSACHUSETTS,Ancient And Honorable Artillery Co.
MILITARY ORDER OF THE LOYAL LEGION OF THE U.S. COMMANDERY OF MINNESOTA,Military Order Of The Loyal Legion Of The United States Commandery Of The State Of Minnesota
NEW ROCHELLE BOARD OF TRADE,New Rochelle Board Of Trade
ASSOCIATED STUDENTS OF F. CARROLL BREWSTER,Associated Students Of Carroll Brewster
FRIENDS OF JOHN A. TORY,Friends Of John A. Tory
CZAR NIKOLAS,Czar Nikolas
BUTTERFIELD,Butterfield
MASTER PRINTERS ASSOCIATION,Master Printers Association
THE AUTOCRAT CLUB,The Autocrat Club
ARTHUR D. MARKS,Arthur D. Marks
HOLLAND'S LADIES & GENTS DINING ROOMS,Holland's Ladies & Gents Dining Rooms
FEDERAL CLUB,Federal Club
NEW CENTURY HOTEL,New Century Hotel
HOTEL MEN OF WASHINGTON,Hotel Men Of Washington
PROVIDENCE ART CLUB,Providence Art Club
(MR. R. G. WINNEY),(mr. R. G. Winney)
THEATRICAL PROTECTIVE UNION,Theatrical Protective Union
SMITH & MC NELLS,Smith & Mc Nells
(CHRISTIAN HELENA),(christian Helena)
GENERAL HOWARD CARROLL,General Howard Carroll
Le Meridien Hotel,Le Meridien Hotel
Kystens Perle,Kystens Perle
Djawah,Djawah
Restaurant Cafe Winkler,Restaurant Cafe Winkler
Weinkruger,Weinkruger
La Tour de Lyon,La Tour De Lyon
The Mandarin,The Mandarin
The Streamliner,The Streamliner
Wabash Railway Company,Wabash Railway Company
The Rendez-Vous,The Rendez-vous
Cunard,Cunard
Norddeutscher Lloyd Bremen,Bremen Norddeutscher Lloyd
Johnny Garneau's Golden Spike,Johnny Garneau's Golden Spike
Internationales Restaurant Kuche Der Welt,Internationales Restaurant Kuche Der Welt
S.S. New Amsterdam,S.S New Amsterdam
Silberkuhlshof,Silberkuhlshof
The Mississippi Room,The Mississippi Room
The Red Star Inn,The Red Star Inn
Emerald Room,Emerald Room
Zum Roten Baeren,Zum Roten Baeren
New Boston Inn,New Boston Inn
Le ProvenÃ§al,Le Provenã§al
Trans World Airlines,Trans World Airlines
Charlie Mom,Charlie Mom
Neptune Room,Neptune Room
Spalding's,Spalding's
The Madison,The Madison
Waverly Inn,Waverly Inn
Foco Lare,Foco Lare
Gundel,Gundel
Embassy Room,Embassy Room
The Ann Rutledge,The Ann Rutledge
'Waldorf Astoria Hotel,'waldorf Astoria Hotel
La Fonda,La Fonda
Bernardsville Inn,Bernardsville Inn
Maison Prunier,Maison Prunier
M/Y Stella Polaris,M/y Stella Polaris
Grand HÃ´tel D'europe,Grand Hã´tel D'europe
The New York Central Railroad Company,The New York Central Railroad Company
R.H. Macy & Co.,R.H. Macy & Co.
All Souls Church,All Souls Church
Lake Louise Chalet,Lake Louise Chalet
Hotel Martin,Hotel Martin
United States Hotel,United States Hotel
The Pioneer Limited,The Pioneer Limited
Aurora Grata Cathedral,Aurora Grata Cathedral
New York New Haven & Hartford Lines: New York Central Lines,New York New Haven & Hartford Lines: New York Central Lines
HofbraÃ¼ Restaurant,Hofbrau Restaurant: Wã¼rzburger Hofbrau
Olde Shoreham,Olde Shoreham
Republican Club,Republican Club
Jardin de Danse,Jardin De Danse
The Richmond,The Richmond
KNIGHTS OF REVELRY,Knights Of Revelry
UNION HOTEL & RESTAURANT,Union Hotel & Restaurant
ALUMNI ASSOCIATION - UNIVERSITY OF BUFFALO,Alumni Association - University Of Buffalo
HOTEL MONTGOMERY,Hotel Montgomery
BALTIMORE AND OHIO RR ROYAL BLUE LINE,Baltimore And Ohio RR
U.S.M.S NEW YORK,U.S.M.S New York
PURE FOOD CAFES - ANNEX NO. 1,Pure Food Cafes - Annex No. 1
LOS ANGELES CONSISTORY NO.3,Los Angeles Consistory #3
NORDDEUTSCHER LLOYD -BREMEN,Bremen Norddeutscher Lloyd
HOME INSURANCE CO. OF NEW YORK REPRESENTATIVES,Home Insurance Co. Of New York Representatives
N.Y.Y.C. INTERNATIONAL YACHT RACES,N.Y.Y.C. International Yacht Races
STAFF OF GOV. GEORGE C. PARDEE,Staff Of Gov. George C. Pardee
GRAND UNION,Grand Union
NEW GRAND HOTEL,Grand New Hotel
HAMILTON CLUB,Hamilton Club
PRESBYTERIAN CHURCH,Presbyterian Church
WM.SCHWEGLER'S,Wm.Schwegler's
HUBEL'S RESTAURANT & HOTEL,Hubel's Restaurant & Hotel
HOLLY INN,Holly Inn
THE CLEVELAND BANKERS,The Cleveland Bankers
CANADIAN-AUSTRALIAN STEAMSHIP CO'S R.M.S. MIOWERA,Canadian-australian Steamship Co's R.M.S. Miowera
ASSEMBLY,Assembly
NORGE HOTEL,Norge Hotel
FOGG'S HOTEL AND DINING ROOM,Fogg's Hotel And Dining Room
MR. AND MRS. H. TATTON SYKES',Mr. And Mrs. H. Tatton Sykes'
CONNECTICUT SOCIETY SONS OF HE AMERICAN REVOLUTION,Connecticut Society Sons Of He American Revolution
U.S.S.RALEIGH,U.S.S. Raleigh
TRINITY COLLEGE,Trinity College
THE OFFICERS OF THE NEW ENGLAND SOCIETY IN THE CITY OF NEW YORK,The Officers Of The New England Society In The City Of New York
DUTCHESS COUNTY SOCIETY OF CITY OF NEW YORK,Dutchess County Society In The City Of New York
SOCIETY SONS OF THE REVOLUTION IN THE STATE OF MISSOURI,Society Of Sons Of The Revolution In The State Of Missouri
PHI ALPHA SIGMA FRATERNITY  ALPHA AND GAMMA CHAPTERS,Phi Alpha Sigma Fraternity  Alpha And Gamma Chapters
FRANKFURTER COURTYARD,Frankfurter Courtyard
NEW YORK COMMANDERY OF THE MILITARY ORDER OF THE LOYAL LEGION OF THE UNITED STATES,New York Commandery Of The Military Order Of The Loyal Legion Of The United States
ATLAS CLUB,Atlas Club
THE CITIZENS OF BALTIMORE,The Citizens Of Baltimore
NEW YORK MASTER PRINTERS' ASSOCIATION,New York Master Printers' Association
ROYAL ACADEMY OF ARTS,Royal Academy Of Arts
H.W.JOHNS-MANVILLE CO.,H.W.Johns-manville Co.
WINDSOR CASTLE,Windsor Castle
KING ALEXANDER OF SERVIA,(king Alexander Of Servia)
BERKELEY CLASS OF '91,Berkeley Class Of '91
ROYAL PAVILLION HOTEL,Royal Pavillion Hotel
(CITY OF NEW YORK?),(city Of New York?)
MEDICAL CLUBS,Medical Clubs
CITY OF BROOKLYN,City Of Brooklyn
TEXAS YALE ALUMNI ASSOCIATION,Texas Yale Alumni Association
Rogano Restaurant & Sea Food Bar,Rogano Restaurant & Sea Food Bar
Het Jagertje,Het Jagertje
Hotel Royal,Hotel Royal
Quails Inn Restaurant,Quails Inn Restaurant
Christer's,Christer's
Les Mareyeurs,Les Mareyeurs
InterCityHotel,Intercityhotel
Baltimore & Ohio Railroad,Baltimore & Ohio Railroad
'Chicago,'chicago
Waldorf-Astoria,(waldorf-astoria)
'Dinner Menu,'dinner Menu
RED COACH GRILL,Red Coach Grill
Ivar's Indian Salmon House,Ivar's Indian Salmon House
D'vijffvlieghen,D'vijffvlieghen
The Commerce Club,The Commerce Club
Manadrin House,Manadrin House
Pirates' House,Pirate's House
Diva,Diva
Quatorze,Quatorze
Jack Trayer's,Jack Trayer's
'Paquebot \Liberte\''''','paquebot \liberte\'''''
Figaro,Figaro
Antoine's,Antoine's
Xochitl,Xochitl
KÅ‘nigstuhl,Kå‘nigstuhl
Petrossian Restaurant,Petrossian Restaurant
Tregenna Castle Hotel,Tregenna Castle Hotel
Schwarzzwalder's Natur Weinhaus,Schwarzzwalder's Natur Weinhaus
The Commander Hotel,The Commander Hotel
El Don Quixote,El Don Quixote
Kursaal Casino Lucerne,Kursaal Casino Lucerne
Hotel Canadaigua,Hotel Canadaigua
Hotel Chatham,Hotel Chatham
Augusta Library,Augusta Library
Chicago And North Western System,Chicago And North Western System
The New York Hospital,The New York Hospital
CafÃ© Zanzibar,Cafã© Zanzibar
Cooper's,Cooper's
New Orleans Restaurant,New Orleans Restaurant
Restaurant Rosenbad,Restaurant Rosenbad
Bismarck Hotel,Bismarck Hotel
Paddell's Tavern,Paddell's Tavern
Pallister Hotel,Pallister Hotel
Manhattan Club,(manhattan Club)
Joe Di Maggio's Grotto,Joe Di Maggio's Grotto
Level Club,Level Club
New American House,New American House
Clyde Line,Clyde Line
Park Avenue Hotel,Park Avenue Hotel
'S.S. ''George Washington''''''','s.S. ''george Washington'''''''
J.B. Greenhut Co.,J.B. Greenhut Co.
Palmetto Limited,Palmetto Limited
Hotel Cape May,Hotel Cape May
Piedmont Hotel,Piedmont Hotel
Carlton Terrace,Carlton Terrace
Harmony Club of Brooklyn,Harmony Club Of Brooklyn
Restaurant Ch. Drouant,Restaurant Ch. Drouant
VENDOME HOTEL,Hotel Vendome
NEW YORK BOARD OF EDUCATION,New York Board Of Education
CONGRESS HALL,Congress Hall
PENNSYLVANIA RAILROAD DINING CARS,Pennsylvania Railroad
HOTEL RITZ,Hotel Ritz
CHICAGO GREAT WESTERN RAILWAY,Chicago Great Western Railway
ALTA VISTA HOTEL,(alta Vista Hotel)
MAPLEWOOD HOTEL,Maplewood Hotel
HOTEL CHAMBERLIN,'hotel Chamberlin
WASHINGTON STOCK EXCHANGE,Washington Stock Exchange
CORTLAND NORMAL ALUMNI,Cortland Normal Alumni
NORTH CAROLINA BANKERS ASSOCIATION,North Carolina Bankers Association
SOCIETY OF SONS OF STEERAGE IMMIGRANTS,Society Of Sons Of Steerage Immigrants
CUNARD STEAM SHIP COMPANY LIMITED,Cunard Steam Ship Company Limited
LAMB'S CLUB,Lamb's Club
PROVINZIAL LIEDERTAFEL,Provinzial Liedertafel
? (J B),? (j B)
VILLE DE LYON,Ville De Lyon
OREGON LUMBER MANUFACTURERS' ASSOCIATION,Oregon Lumber Manufacturers' Association
RAIMONDO BRAGUGLIA'S CAFE' & RESTAURANT,Raimondo Braguglia's Cafe And Restaurant
(KING HUMBERT OF ITALY?),(king Humbert Of Italy?)
THE WELLESLY CLUB OF  NY,The Wellesly Club Of  Ny
LAW CLUB,Law Club
CONGRESSO ALPINO,Congresso Alpino
CIE TRANSATLANTIQUE,Cie Cie Transatlantique
BATTLE HOUSE,Battle House
R.M.S.OCEANIC,R.M.S. Oceanic
RUTGERS COLLEGE ALUMNI ASSOCIATION OF THE CITY OF NEW YORK,Rutgers College Alumni Association Of The City Of New York
ERASTUS WIMAN AND HIS ASSOCIATES,Erastus Wiman And His Associates
SHRINERS,Shriners
BALTIMORE & OHIO RAILROAD COMPANY-FREIGHT TRAFFIC OFFICERS,Baltimore & Ohio Railroad
FORDAM CLUB,Fordam Club
MANN FANG LOWE CO.,Mann Fang Lowe Co.
PROVIDENCE LODGE NO. 14 B.P.O. ELKS,Providence Lodge No. 14 B.P.O. Elks
ARLINGTON,Arlington
GRIDIRON CLUB,Gridiron Club
THE MATHEWSON,The Mathewson
(238 EIGHT AVENUE),(238 Eight Avenue)
CHICAGOS STATIONERS ASSOCIATION,Chicagos Stationers Association
SOCIETA ITALIANE UNITE (UNITED ITALIAN SOCIETY?),Societa Italiane Unite (united Italian Society?)
JOHN DOSCHER RESTAURANT,John Doscher Restaurant
(DRAGON),(dragon)
THE SHIP'S COMPANY OF THE U.S.S. LOUISIANA,The Ship's Company Of The U.S.S. Louisiana
(S.M.KING UMBERTO),(s.M.King Umberto)
US MILITARY ACADEMY,Us Military Academy
COMMITTEE ON POLITICAL REFORM,Committee On Political Reform
CHELSEA EXCHANGE BANK,Chelsea Exchange Bank
KING VICTOR EMMANUEL III,King Victor Emmanuel Iii
NEW YORK ALUMNI ASSOCIATION OF LAFAYETTE COLLEGE,New York Alumni Association Of Lafayette College
(DOWN TOWN CLUB),(down Town Club)
NATIONAL BOARD OF FIRE UNDERWRITERS,National Board Of Fire Underwriters
Schutzenhof,Schutzenhof
Grand Cafe,Grand Cafe
Hotel Berlin,Hotel Berlin
Sweets Restaurant,Sweets Restaurant
Cafe del Sol,Cafe Del Sol
The Pacific Coast Society of Orthodontists,The Pacific Coast Society Of Orthodontists
Aladdin Studio Tiffin Room,Aladdin Studio Tiffin Room
Alfredo,Alfredo
The Great Caruso,The Great Caruso
21 Club,'21 Club
Hotel St. Nicholas,Hotel St. Nicholas
Gulfstream,Gulfstream
Grand Central Terminal Restaurant,Grand Central Terminal Restaurant
Sherry's,Sherry's
Garden Court,Garden Court
Windsor Castle Hotel,Windsor Castle Hotel
Parker House,Parker House
The Ice Terrace,The Ice Terrace
Francis Scott Key Hotel,Francis Scott Key Hotel
The Mayflower Hotel,The Mayflower Hotel
Camp Myles Standish,Camp Myles Standish
Sidewalk CafÃ©,Sidewalk Cafã©
Trainer's,Trainer's
Mayes Oyster House,Mayes Oyster House
Otto Schwarz RestorÄ�ns,Otto Schwarz Restorä�ns
Makarpura Palace,Makarpura Palace
Broadway Central Hotel,Broadway Central Hotel
Laurel in the Pines,Laurel In The Pines
Stratford Inn at Del Mar,Stratford Inn At Del Mar
Hotel Palais D'orsay,Hotel Palais D'orsay
Hotel DuPont,Hotel Dupont
Hazeltine's Inc.,Hazeltine's Inc.
Rigg's,Rigg's
Onondaga,Onondaga
Long Island Business College South,Long Island Business College
HADDON HALL,Haddon Hall
STATLER'S,Statler's
EWING'S NEW RESTAURANT,Ewing's New Restaurant
UNIVERSITY CLUB,University Club
U.S.M.S.,U.S.M.S
RED STAR LINE S.S.WESTERNLAND,Red Star Line
HOTEL COLONIAL,(?colonial Hotel?)
GRAND HOTEL HOF RAGATZ,Grand Hotel Hof Ragatz
ROGERS'RESTAURANT,Roger's Restaurant
AMERICAN STREET RAILWAY ASSOCIATION,American Street Railway Association
INTERNATIONAL ACETYLENE ASSOCIATION,International Acetylene Association
OCEANIC STEAMSHIP COMPANY - S.S.ZEALANDER,Oceanic Steamship Co.
NATIONAL GEOGRAPHIC SOCIETY,National Geographic Society
COUNCIL R.& S.M.,Council R.& S.M.
UNION PACIFIC R.R. CO. ET AL,Union Pacific Railroad
NEW ENGLAND SHORTHAND REPORTERS' ASSOCIATION,New England Shorthand Reporter's Association
PHILADELPHIA DOG SHOW ASSOCIATION,Philadelphia Dog Show Association
LORD MAYOR OF CARDIFF,Lord Mayor Of Cardiff
NEW HAVEN BUSINESS MENS ASSOCIATION,New Haven Business Mens Association
HUGUENOT SOCIETY OF AMERICA,Huguenot Society Of America
BLAIR COUNTY BAR,Blair County Bar
BOSTON SHOE ASSOCIATES,Boston Shoe Associates
GOVERNOR'S STAFF,Governor's Staff
SAINT NICHOLAS SOCIETY,Saint Nicholas Society
TRANSPORTATION CLUB,Transportation Club
UNION CLUB OF CLEVELAND,Union Club Of Cleveland
NEW YORK JOURNAL,New York Journal
CHAMBER OF COMMERCE OF STATE OF NEW YORK,Chamber Of Commerce
DENNETT'S SURPASSING COFFEE,Dennett's Surpassing Coffee
(?COLONIAL HOTEL?),(?colonial Hotel?)
MARTINIQUE HOTEL,Hotel Martinique
LAKES TO THE GULF STEAMERS,Lakes To The Gulf Steamers
C. & N. W. PASSENGER STATION,C. & N. W. Passenger Station
ALDINE CLUB,Aldine Club
GRAND CHAPTER OF THE STATE OF NEW YORK,Grand Chapter Of The State Of New York
SUNDAY SCHOOL CLASS,Sunday School Class
HAMBURG-AMERIKANISCHE (SHIP COMPANY?),Hamburg-america Line
THE CHICAGO REAL ESTATE BOARD,The Chicago Real Estate Board
HOTEL PARK VIEW,Hotel Park View
ASSOCIATES OF ALBERT WHITE VORSE ON THE STAFF OF G.P.PUTNAM'S SONS,Associates Of Albert White Vorse On The Staff Of G.P.Putnam's Sons
NATIONAL CARRIAGE & HARNESS DEALERS' ASSOCIATION,National Carriage & Harness Dealers' Association
AMERICAN BOILER MANUFACTURERS ASSOCIATION OF THE U.S. AND CANADA,American Boiler Manufacturers Association Of The U.S. And Canada
SOCIETY OF THE ARMY OF THE POTOMAC,Society Of The Army Of The Potomac
DARTMOUTH ALUMNI ASSOCIATION OF BOSTON AND VICINITY,Dartmouth Alumni Association Of Boston And Vicinity
ARION SOCIETY,Arion Society
NEW YORK POST OFFICE CLERKS ASSOCIATION,New York Post Office Clerks Association
(FIFTH AVENUE HOTEL?),(fifth Avenue Hotel)
UNIVERSALIST CLUB OF RHODE ISLAND,Universalist Club
MERCHANTS & BUSINESS MENS CLEVELAND AND HENDRICKS CLUBS,Merchants & Business Mens Cleveland And Hendricks Clubs
CLOTHIERS ASSOCIATION OF CINCINNATI,Clothiers Association Of Cincinnati
SUBURBAN CLUB,Suburban Club
FIRST PANEL SHERFIFF'S JURY,First Panel Sherfiff's Jury
12TH REGIMENT INFANTRY,12th Regiment Infantry
BUCKLEY'S HOME-MADE HOTEL,Buckley's Home-made Hotel
AMEN CORNER AXE,Amen Corner Axe
AMERICAN HOTEL,American Hotel
MEMBERS OF THE BAR OF DAUPHIN COUNTY PENNSYLVANIA,Members Of The Bar Of Dauphin County Pennsylvania
VETERANS OF THE 7TH REGIMENT,Veterans Of The 7th Regiment
CELTIC CLUB,Celtic Club
WHAT THE ENDS OF THE EARTH TIES INCLUDE,What The Ends Of The Earth Ties Include
THE CONFEDERATE VETERAN CAMP OF NY,The Confederate Veteran Camp Of Ny
GENERAL SOCIETY OF MECHANICS AND TRADESMEN OF THE CITY OF NEW YORK,General Society Of Mechanics And Tradesmen Of The City Of New York
GLEN HOUSE,Glen House
LAKEWOOD COUNTRY CLUB,Lakewood Country Club
MINISTERE DES AFFAIRES ETRANGERESD,Ministere Des Affaires Etrangeresd
